respID,qID,altID,obsID,profileID,price,trip_time,wait_time,shared_ride,human_present
139,3,2,1107,6,7,25,5,yes,yes
139,3,3,1107,20,5,20,9,yes,yes
139,3,4,1107,2,5,20,5,yes,yes
139,3,5,1107,7,3,30,5,yes,yes
139,4,1,1108,12,7,20,7,yes,yes
139,4,2,1108,29,5,20,5,no,yes
139,4,3,1108,93,7,20,7,no,no
139,4,4,1108,47,5,20,9,no,yes
139,4,5,1108,11,5,20,7,yes,yes
139,5,1,1109,21,7,20,9,yes,yes
139,5,2,1109,93,7,20,7,no,no
139,5,3,1109,85,3,25,5,no,no
139,5,4,1109,99,7,30,7,no,no
139,5,5,1109,43,3,30,7,no,yes
139,6,1,1110,24,7,25,9,yes,yes
139,6,2,1110,28,3,20,5,no,yes
139,6,3,1110,1,3,20,5,yes,yes
139,6,4,1110,27,7,30,9,yes,yes
139,6,5,1110,4,3,25,5,yes,yes
139,7,1,1111,79,3,30,9,yes,no
139,7,2,1111,74,5,20,9,yes,no
139,7,3,1111,51,7,25,9,no,yes
139,7,4,1111,50,5,25,9,no,yes
139,7,5,1111,32,5,25,5,no,yes
139,8,1,1112,70,3,30,7,yes,no
139,8,2,1112,26,5,30,9,yes,yes
139,8,3,1112,95,5,25,7,no,no
139,8,4,1112,80,5,30,9,yes,no
139,8,5,1112,84,7,20,5,no,no
140,1,1,1113,40,3,25,7,no,yes
140,1,2,1113,59,5,25,5,yes,no
140,1,3,1113,84,7,20,5,no,no
140,1,4,1113,24,7,25,9,yes,yes
140,1,5,1113,101,5,20,9,no,no
140,2,1,1114,44,5,30,7,no,yes
140,2,2,1114,45,7,30,7,no,yes
140,2,3,1114,15,7,25,7,yes,yes
140,2,4,1114,76,3,25,9,yes,no
140,2,5,1114,67,3,25,7,yes,no
140,3,1,1115,32,5,25,5,no,yes
140,3,2,1115,97,3,30,7,no,no
140,3,3,1115,24,7,25,9,yes,yes
140,3,4,1115,86,5,25,5,no,no
140,3,5,1115,98,5,30,7,no,no
140,4,1,1116,53,5,30,9,no,yes
140,4,2,1116,20,5,20,9,yes,yes
140,4,3,1116,19,3,20,9,yes,yes
140,4,4,1116,54,7,30,9,no,yes
140,4,5,1116,86,5,25,5,no,no
140,5,1,1117,80,5,30,9,yes,no
140,5,2,1117,68,5,25,7,yes,no
140,5,3,1117,57,7,20,5,yes,no
140,5,4,1117,107,5,30,9,no,no
140,5,5,1117,83,5,20,5,no,no
140,6,1,1118,96,7,25,7,no,no
140,6,2,1118,103,3,25,9,no,no
140,6,3,1118,26,5,30,9,yes,yes
140,6,4,1118,35,5,30,5,no,yes
140,6,5,1118,48,7,20,9,no,yes
140,7,1,1119,32,5,25,5,no,yes
140,7,2,1119,15,7,25,7,yes,yes
140,7,3,1119,69,7,25,7,yes,no
140,7,4,1119,84,7,20,5,no,no
140,7,5,1119,92,5,20,7,no,no
140,8,1,1120,23,5,25,9,yes,yes
140,8,2,1120,32,5,25,5,no,yes
140,8,3,1120,63,7,30,5,yes,no
140,8,4,1120,88,3,30,5,no,no
140,8,5,1120,40,3,25,7,no,yes
141,1,1,1121,83,5,20,5,no,no
141,1,2,1121,43,3,30,7,no,yes
141,1,3,1121,59,5,25,5,yes,no
141,1,4,1121,14,5,25,7,yes,yes
141,1,5,1121,30,7,20,5,no,yes
141,2,1,1122,53,5,30,9,no,yes
141,2,2,1122,90,7,30,5,no,no
141,2,3,1122,56,5,20,5,yes,no
141,2,4,1122,37,3,20,7,no,yes
141,2,5,1122,60,7,25,5,yes,no
141,3,1,1123,6,7,25,5,yes,yes
141,3,2,1123,61,3,30,5,yes,no
141,3,3,1123,20,5,20,9,yes,yes
141,3,4,1123,48,7,20,9,no,yes
141,3,5,1123,64,3,20,7,yes,no
141,4,1,1124,98,5,30,7,no,no
141,4,2,1124,20,5,20,9,yes,yes
141,4,3,1124,39,7,20,7,no,yes
141,4,4,1124,81,7,30,9,yes,no
141,4,5,1124,48,7,20,9,no,yes
141,5,1,1125,47,5,20,9,no,yes
141,5,2,1125,104,5,25,9,no,no
141,5,3,1125,10,3,20,7,yes,yes
141,5,4,1125,62,5,30,5,yes,no
141,5,5,1125,59,5,25,5,yes,no
141,6,1,1126,52,3,30,9,no,yes
141,6,2,1126,18,7,30,7,yes,yes
141,6,3,1126,2,5,20,5,yes,yes
141,6,4,1126,32,5,25,5,no,yes
141,6,5,1126,35,5,30,5,no,yes
141,7,1,1127,11,5,20,7,yes,yes
141,7,2,1127,34,3,30,5,no,yes
141,7,3,1127,32,5,25,5,no,yes
141,7,4,1127,44,5,30,7,no,yes
141,7,5,1127,50,5,25,9,no,yes
141,8,1,1128,22,3,25,9,yes,yes
141,8,2,1128,51,7,25,9,no,yes
141,8,3,1128,67,3,25,7,yes,no
141,8,4,1128,24,7,25,9,yes,yes
141,8,5,1128,79,3,30,9,yes,no
142,1,1,1129,27,7,30,9,yes,yes
142,1,2,1129,86,5,25,5,no,no
142,1,3,1129,79,3,30,9,yes,no
142,1,4,1129,21,7,20,9,yes,yes
142,1,5,1129,22,3,25,9,yes,yes
142,2,1,1130,85,3,25,5,no,no
142,2,2,1130,13,3,25,7,yes,yes
142,2,3,1130,54,7,30,9,no,yes
142,2,4,1130,5,5,25,5,yes,yes
142,2,5,1130,55,3,20,5,yes,no
142,3,1,1131,39,7,20,7,no,yes
142,3,2,1131,31,3,25,5,no,yes
142,3,3,1131,57,7,20,5,yes,no
142,3,4,1131,51,7,25,9,no,yes
142,3,5,1131,89,5,30,5,no,no
142,4,1,1132,93,7,20,7,no,no
142,4,2,1132,81,7,30,9,yes,no
142,4,3,1132,78,7,25,9,yes,no
142,4,4,1132,86,5,25,5,no,no
142,4,5,1132,52,3,30,9,no,yes
142,5,1,1133,105,7,25,9,no,no
142,5,2,1133,63,7,30,5,yes,no
142,5,3,1133,34,3,30,5,no,yes
142,5,4,1133,29,5,20,5,no,yes
142,5,5,1133,5,5,25,5,yes,yes
142,6,1,1134,50,5,25,9,no,yes
142,6,2,1134,98,5,30,7,no,no
142,6,3,1134,11,5,20,7,yes,yes
142,6,4,1134,54,7,30,9,no,yes
142,6,5,1134,95,5,25,7,no,no
142,7,1,1135,39,7,20,7,no,yes
142,7,2,1135,23,5,25,9,yes,yes
142,7,3,1135,37,3,20,7,no,yes
142,7,4,1135,86,5,25,5,no,no
142,7,5,1135,57,7,20,5,yes,no
142,8,1,1136,22,3,25,9,yes,yes
142,8,2,1136,48,7,20,9,no,yes
142,8,3,1136,90,7,30,5,no,no
142,8,4,1136,78,7,25,9,yes,no
142,8,5,1136,89,5,30,5,no,no
143,1,1,1137,10,3,20,7,yes,yes
143,1,2,1137,91,3,20,7,no,no
143,1,3,1137,105,7,25,9,no,no
143,1,4,1137,25,3,30,9,yes,yes
143,1,5,1137,32,5,25,5,no,yes
143,2,1,1138,3,7,20,5,yes,yes
143,2,2,1138,37,3,20,7,no,yes
143,2,3,1138,54,7,30,9,no,yes
143,2,4,1138,85,3,25,5,no,no
143,2,5,1138,13,3,25,7,yes,yes
143,3,1,1139,38,5,20,7,no,yes
143,3,2,1139,33,7,25,5,no,yes
143,3,3,1139,58,3,25,5,yes,no
143,3,4,1139,98,5,30,7,no,no
143,3,5,1139,36,7,30,5,no,yes
143,4,1,1140,37,3,20,7,no,yes
143,4,2,1140,107,5,30,9,no,no
143,4,3,1140,9,7,30,5,yes,yes
143,4,4,1140,50,5,25,9,no,yes
143,4,5,1140,40,3,25,7,no,yes
143,5,1,1141,22,3,25,9,yes,yes
143,5,2,1141,3,7,20,5,yes,yes
143,5,3,1141,42,7,25,7,no,yes
143,5,4,1141,4,3,25,5,yes,yes
143,5,5,1141,10,3,20,7,yes,yes
143,6,1,1142,24,7,25,9,yes,yes
143,6,2,1142,72,7,30,7,yes,no
143,6,3,1142,81,7,30,9,yes,no
143,6,4,1142,108,7,30,9,no,no
143,6,5,1142,86,5,25,5,no,no
143,7,1,1143,4,3,25,5,yes,yes
143,7,2,1143,86,5,25,5,no,no
143,7,3,1143,21,7,20,9,yes,yes
143,7,4,1143,18,7,30,7,yes,yes
143,7,5,1143,67,3,25,7,yes,no
143,8,1,1144,106,3,30,9,no,no
143,8,2,1144,22,3,25,9,yes,yes
143,8,3,1144,36,7,30,5,no,yes
143,8,4,1144,83,5,20,5,no,no
143,8,5,1144,45,7,30,7,no,yes
144,1,1,1145,35,5,30,5,no,yes
144,1,2,1145,3,7,20,5,yes,yes
144,1,3,1145,9,7,30,5,yes,yes
144,1,4,1145,91,3,20,7,no,no
144,1,5,1145,86,5,25,5,no,no
144,2,1,1146,92,5,20,7,no,no
144,2,2,1146,70,3,30,7,yes,no
144,2,3,1146,43,3,30,7,no,yes
144,2,4,1146,108,7,30,9,no,no
144,2,5,1146,55,3,20,5,yes,no
144,3,1,1147,14,5,25,7,yes,yes
144,3,2,1147,66,7,20,7,yes,no
144,3,3,1147,55,3,20,5,yes,no
144,3,4,1147,36,7,30,5,no,yes
144,3,5,1147,53,5,30,9,no,yes
144,4,1,1148,74,5,20,9,yes,no
144,4,2,1148,94,3,25,7,no,no
144,4,3,1148,17,5,30,7,yes,yes
144,4,4,1148,13,3,25,7,yes,yes
144,4,5,1148,60,7,25,5,yes,no
144,5,1,1149,29,5,20,5,no,yes
144,5,2,1149,70,3,30,7,yes,no
144,5,3,1149,78,7,25,9,yes,no
144,5,4,1149,8,5,30,5,yes,yes
144,5,5,1149,59,5,25,5,yes,no
144,6,1,1150,96,7,25,7,no,no
144,6,2,1150,73,3,20,9,yes,no
144,6,3,1150,70,3,30,7,yes,no
144,6,4,1150,57,7,20,5,yes,no
144,6,5,1150,39,7,20,7,no,yes
144,7,1,1151,48,7,20,9,no,yes
144,7,2,1151,99,7,30,7,no,no
144,7,3,1151,38,5,20,7,no,yes
144,7,4,1151,46,3,20,9,no,yes
144,7,5,1151,78,7,25,9,yes,no
144,8,1,1152,18,7,30,7,yes,yes
144,8,2,1152,81,7,30,9,yes,no
144,8,3,1152,51,7,25,9,no,yes
144,8,4,1152,93,7,20,7,no,no
144,8,5,1152,27,7,30,9,yes,yes
145,1,1,1153,36,7,30,5,no,yes
145,1,2,1153,48,7,20,9,no,yes
145,1,3,1153,37,3,20,7,no,yes
145,1,4,1153,38,5,20,7,no,yes
145,1,5,1153,79,3,30,9,yes,no
145,2,1,1154,14,5,25,7,yes,yes
145,2,2,1154,23,5,25,9,yes,yes
145,2,3,1154,80,5,30,9,yes,no
145,2,4,1154,65,5,20,7,yes,no
145,2,5,1154,82,3,20,5,no,no
145,3,1,1155,47,5,20,9,no,yes
145,3,2,1155,26,5,30,9,yes,yes
145,3,3,1155,18,7,30,7,yes,yes
145,3,4,1155,36,7,30,5,no,yes
145,3,5,1155,108,7,30,9,no,no
145,4,1,1156,98,5,30,7,no,no
145,4,2,1156,78,7,25,9,yes,no
145,4,3,1156,32,5,25,5,no,yes
145,4,4,1156,65,5,20,7,yes,no
145,4,5,1156,85,3,25,5,no,no
145,5,1,1157,29,5,20,5,no,yes
145,5,2,1157,48,7,20,9,no,yes
145,5,3,1157,97,3,30,7,no,no
145,5,4,1157,93,7,20,7,no,no
145,5,5,1157,75,7,20,9,yes,no
145,6,1,1158,95,5,25,7,no,no
145,6,2,1158,91,3,20,7,no,no
145,6,3,1158,63,7,30,5,yes,no
145,6,4,1158,106,3,30,9,no,no
145,6,5,1158,73,3,20,9,yes,no
145,7,1,1159,102,7,20,9,no,no
145,7,2,1159,107,5,30,9,no,no
145,7,3,1159,41,5,25,7,no,yes
145,7,4,1159,4,3,25,5,yes,yes
145,7,5,1159,54,7,30,9,no,yes
145,8,1,1160,85,3,25,5,no,no
145,8,2,1160,91,3,20,7,no,no
145,8,3,1160,4,3,25,5,yes,yes
145,8,4,1160,42,7,25,7,no,yes
145,8,5,1160,64,3,20,7,yes,no
146,1,1,1161,104,5,25,9,no,no
146,1,2,1161,16,3,30,7,yes,yes
146,1,3,1161,73,3,20,9,yes,no
146,1,4,1161,105,7,25,9,no,no
146,1,5,1161,69,7,25,7,yes,no
146,2,1,1162,92,5,20,7,no,no
146,2,2,1162,85,3,25,5,no,no
146,2,3,1162,13,3,25,7,yes,yes
146,2,4,1162,64,3,20,7,yes,no
146,2,5,1162,34,3,30,5,no,yes
146,3,1,1163,46,3,20,9,no,yes
146,3,2,1163,88,3,30,5,no,no
146,3,3,1163,69,7,25,7,yes,no
146,3,4,1163,14,5,25,7,yes,yes
146,3,5,1163,107,5,30,9,no,no
146,4,1,1164,92,5,20,7,no,no
146,4,2,1164,62,5,30,5,yes,no
146,4,3,1164,23,5,25,9,yes,yes
146,4,4,1164,87,7,25,5,no,no
146,4,5,1164,77,5,25,9,yes,no
146,5,1,1165,54,7,30,9,no,yes
146,5,2,1165,18,7,30,7,yes,yes
146,5,3,1165,67,3,25,7,yes,no
146,5,4,1165,87,7,25,5,no,no
146,5,5,1165,96,7,25,7,no,no
146,6,1,1166,60,7,25,5,yes,no
146,6,2,1166,4,3,25,5,yes,yes
146,6,3,1166,33,7,25,5,no,yes
146,6,4,1166,55,3,20,5,yes,no
146,6,5,1166,66,7,20,7,yes,no
146,7,1,1167,11,5,20,7,yes,yes
146,7,2,1167,106,3,30,9,no,no
146,7,3,1167,40,3,25,7,no,yes
146,7,4,1167,15,7,25,7,yes,yes
146,7,5,1167,16,3,30,7,yes,yes
146,8,1,1168,102,7,20,9,no,no
146,8,2,1168,35,5,30,5,no,yes
146,8,3,1168,61,3,30,5,yes,no
146,8,4,1168,23,5,25,9,yes,yes
146,8,5,1168,5,5,25,5,yes,yes
147,1,1,1169,94,3,25,7,no,no
147,1,2,1169,71,5,30,7,yes,no
147,1,3,1169,14,5,25,7,yes,yes
147,1,4,1169,3,7,20,5,yes,yes
147,1,5,1169,46,3,20,9,no,yes
147,2,1,1170,25,3,30,9,yes,yes
147,2,2,1170,18,7,30,7,yes,yes
147,2,3,1170,42,7,25,7,no,yes
147,2,4,1170,59,5,25,5,yes,no
147,2,5,1170,7,3,30,5,yes,yes
147,3,1,1171,74,5,20,9,yes,no
147,3,2,1171,90,7,30,5,no,no
147,3,3,1171,101,5,20,9,no,no
147,3,4,1171,61,3,30,5,yes,no
147,3,5,1171,16,3,30,7,yes,yes
147,4,1,1172,56,5,20,5,yes,no
147,4,2,1172,97,3,30,7,no,no
147,4,3,1172,107,5,30,9,no,no
147,4,4,1172,4,3,25,5,yes,yes
147,4,5,1172,34,3,30,5,no,yes
147,5,1,1173,73,3,20,9,yes,no
147,5,2,1173,44,5,30,7,no,yes
147,5,3,1173,48,7,20,9,no,yes
147,5,4,1173,37,3,20,7,no,yes
147,5,5,1173,88,3,30,5,no,no
147,6,1,1174,36,7,30,5,no,yes
147,6,2,1174,12,7,20,7,yes,yes
147,6,3,1174,30,7,20,5,no,yes
147,6,4,1174,59,5,25,5,yes,no
147,6,5,1174,6,7,25,5,yes,yes
147,7,1,1175,104,5,25,9,no,no
147,7,2,1175,5,5,25,5,yes,yes
147,7,3,1175,14,5,25,7,yes,yes
147,7,4,1175,28,3,20,5,no,yes
147,7,5,1175,92,5,20,7,no,no
147,8,1,1176,18,7,30,7,yes,yes
147,8,2,1176,61,3,30,5,yes,no
147,8,3,1176,23,5,25,9,yes,yes
147,8,4,1176,3,7,20,5,yes,yes
147,8,5,1176,85,3,25,5,no,no
148,1,1,1177,13,3,25,7,yes,yes
148,1,2,1177,3,7,20,5,yes,yes
148,1,3,1177,4,3,25,5,yes,yes
148,1,4,1177,67,3,25,7,yes,no
148,1,5,1177,11,5,20,7,yes,yes
148,2,1,1178,30,7,20,5,no,yes
148,2,2,1178,106,3,30,9,no,no
148,2,3,1178,95,5,25,7,no,no
148,2,4,1178,52,3,30,9,no,yes
148,2,5,1178,73,3,20,9,yes,no
148,3,1,1179,20,5,20,9,yes,yes
148,3,2,1179,71,5,30,7,yes,no
148,3,3,1179,91,3,20,7,no,no
148,3,4,1179,99,7,30,7,no,no
148,3,5,1179,100,3,20,9,no,no
148,4,1,1180,4,3,25,5,yes,yes
148,4,2,1180,31,3,25,5,no,yes
148,4,3,1180,19,3,20,9,yes,yes
148,4,4,1180,70,3,30,7,yes,no
148,4,5,1180,89,5,30,5,no,no
148,5,1,1181,107,5,30,9,no,no
148,5,2,1181,86,5,25,5,no,no
148,5,3,1181,46,3,20,9,no,yes
148,5,4,1181,93,7,20,7,no,no
148,5,5,1181,83,5,20,5,no,no
148,6,1,1182,33,7,25,5,no,yes
148,6,2,1182,65,5,20,7,yes,no
148,6,3,1182,5,5,25,5,yes,yes
148,6,4,1182,67,3,25,7,yes,no
148,6,5,1182,15,7,25,7,yes,yes
148,7,1,1183,26,5,30,9,yes,yes
148,7,2,1183,8,5,30,5,yes,yes
148,7,3,1183,20,5,20,9,yes,yes
148,7,4,1183,54,7,30,9,no,yes
148,7,5,1183,57,7,20,5,yes,no
148,8,1,1184,8,5,30,5,yes,yes
148,8,2,1184,55,3,20,5,yes,no
148,8,3,1184,21,7,20,9,yes,yes
148,8,4,1184,41,5,25,7,no,yes
148,8,5,1184,82,3,20,5,no,no
149,1,1,1185,25,3,30,9,yes,yes
149,1,2,1185,77,5,25,9,yes,no
149,1,3,1185,96,7,25,7,no,no
149,1,4,1185,84,7,20,5,no,no
149,1,5,1185,46,3,20,9,no,yes
149,2,1,1186,58,3,25,5,yes,no
149,2,2,1186,92,5,20,7,no,no
149,2,3,1186,25,3,30,9,yes,yes
149,2,4,1186,37,3,20,7,no,yes
149,2,5,1186,24,7,25,9,yes,yes
149,3,1,1187,54,7,30,9,no,yes
149,3,2,1187,46,3,20,9,no,yes
149,3,3,1187,32,5,25,5,no,yes
149,3,4,1187,77,5,25,9,yes,no
149,3,5,1187,27,7,30,9,yes,yes
149,4,1,1188,7,3,30,5,yes,yes
149,4,2,1188,1,3,20,5,yes,yes
149,4,3,1188,48,7,20,9,no,yes
149,4,4,1188,41,5,25,7,no,yes
149,4,5,1188,20,5,20,9,yes,yes
149,5,1,1189,85,3,25,5,no,no
149,5,2,1189,26,5,30,9,yes,yes
149,5,3,1189,52,3,30,9,no,yes
149,5,4,1189,71,5,30,7,yes,no
149,5,5,1189,86,5,25,5,no,no
149,6,1,1190,15,7,25,7,yes,yes
149,6,2,1190,41,5,25,7,no,yes
149,6,3,1190,68,5,25,7,yes,no
149,6,4,1190,32,5,25,5,no,yes
149,6,5,1190,47,5,20,9,no,yes
149,7,1,1191,76,3,25,9,yes,no
149,7,2,1191,55,3,20,5,yes,no
149,7,3,1191,72,7,30,7,yes,no
149,7,4,1191,82,3,20,5,no,no
149,7,5,1191,104,5,25,9,no,no
149,8,1,1192,23,5,25,9,yes,yes
149,8,2,1192,103,3,25,9,no,no
149,8,3,1192,75,7,20,9,yes,no
149,8,4,1192,10,3,20,7,yes,yes
149,8,5,1192,97,3,30,7,no,no
150,1,1,1193,78,7,25,9,yes,no
150,1,2,1193,105,7,25,9,no,no
150,1,3,1193,10,3,20,7,yes,yes
150,1,4,1193,77,5,25,9,yes,no
150,1,5,1193,102,7,20,9,no,no
150,2,1,1194,78,7,25,9,yes,no
150,2,2,1194,51,7,25,9,no,yes
150,2,3,1194,65,5,20,7,yes,no
150,2,4,1194,52,3,30,9,no,yes
150,2,5,1194,25,3,30,9,yes,yes
150,3,1,1195,68,5,25,7,yes,no
150,3,2,1195,101,5,20,9,no,no
150,3,3,1195,78,7,25,9,yes,no
150,3,4,1195,65,5,20,7,yes,no
150,3,5,1195,8,5,30,5,yes,yes
150,4,1,1196,65,5,20,7,yes,no
150,4,2,1196,92,5,20,7,no,no
150,4,3,1196,104,5,25,9,no,no
150,4,4,1196,98,5,30,7,no,no
150,4,5,1196,26,5,30,9,yes,yes
150,5,1,1197,10,3,20,7,yes,yes
150,5,2,1197,41,5,25,7,no,yes
150,5,3,1197,31,3,25,5,no,yes
150,5,4,1197,61,3,30,5,yes,no
150,5,5,1197,104,5,25,9,no,no
150,6,1,1198,87,7,25,5,no,no
150,6,2,1198,36,7,30,5,no,yes
150,6,3,1198,17,5,30,7,yes,yes
150,6,4,1198,32,5,25,5,no,yes
150,6,5,1198,67,3,25,7,yes,no
150,7,1,1199,33,7,25,5,no,yes
150,7,2,1199,4,3,25,5,yes,yes
150,7,3,1199,9,7,30,5,yes,yes
150,7,4,1199,47,5,20,9,no,yes
150,7,5,1199,76,3,25,9,yes,no
150,8,1,1200,27,7,30,9,yes,yes
150,8,2,1200,30,7,20,5,no,yes
150,8,3,1200,41,5,25,7,no,yes
150,8,4,1200,57,7,20,5,yes,no
150,8,5,1200,76,3,25,9,yes,no
151,1,1,1201,63,7,30,5,yes,no
151,1,2,1201,74,5,20,9,yes,no
151,1,3,1201,90,7,30,5,no,no
151,1,4,1201,53,5,30,9,no,yes
151,1,5,1201,22,3,25,9,yes,yes
151,2,1,1202,63,7,30,5,yes,no
151,2,2,1202,105,7,25,9,no,no
151,2,3,1202,1,3,20,5,yes,yes
151,2,4,1202,78,7,25,9,yes,no
151,2,5,1202,2,5,20,5,yes,yes
151,3,1,1203,88,3,30,5,no,no
151,3,2,1203,80,5,30,9,yes,no
151,3,3,1203,67,3,25,7,yes,no
151,3,4,1203,44,5,30,7,no,yes
151,3,5,1203,70,3,30,7,yes,no
151,4,1,1204,93,7,20,7,no,no
151,4,2,1204,104,5,25,9,no,no
151,4,3,1204,26,5,30,9,yes,yes
151,4,4,1204,23,5,25,9,yes,yes
151,4,5,1204,78,7,25,9,yes,no
151,5,1,1205,61,3,30,5,yes,no
151,5,2,1205,43,3,30,7,no,yes
151,5,3,1205,93,7,20,7,no,no
151,5,4,1205,103,3,25,9,no,no
151,5,5,1205,18,7,30,7,yes,yes
151,6,1,1206,104,5,25,9,no,no
151,6,2,1206,57,7,20,5,yes,no
151,6,3,1206,37,3,20,7,no,yes
151,6,4,1206,86,5,25,5,no,no
151,6,5,1206,48,7,20,9,no,yes
151,7,1,1207,103,3,25,9,no,no
151,7,2,1207,105,7,25,9,no,no
151,7,3,1207,57,7,20,5,yes,no
151,7,4,1207,5,5,25,5,yes,yes
151,7,5,1207,48,7,20,9,no,yes
151,8,1,1208,71,5,30,7,yes,no
151,8,2,1208,54,7,30,9,no,yes
151,8,3,1208,20,5,20,9,yes,yes
151,8,4,1208,78,7,25,9,yes,no
151,8,5,1208,70,3,30,7,yes,no
152,1,1,1209,20,5,20,9,yes,yes
152,1,2,1209,15,7,25,7,yes,yes
152,1,3,1209,46,3,20,9,no,yes
152,1,4,1209,9,7,30,5,yes,yes
152,1,5,1209,59,5,25,5,yes,no
152,2,1,1210,29,5,20,5,no,yes
152,2,2,1210,72,7,30,7,yes,no
152,2,3,1210,78,7,25,9,yes,no
152,2,4,1210,54,7,30,9,no,yes
152,2,5,1210,84,7,20,5,no,no
152,3,1,1211,59,5,25,5,yes,no
152,3,2,1211,58,3,25,5,yes,no
152,3,3,1211,19,3,20,9,yes,yes
152,3,4,1211,35,5,30,5,no,yes
152,3,5,1211,54,7,30,9,no,yes
152,4,1,1212,26,5,30,9,yes,yes
152,4,2,1212,21,7,20,9,yes,yes
152,4,3,1212,8,5,30,5,yes,yes
152,4,4,1212,67,3,25,7,yes,no
152,4,5,1212,2,5,20,5,yes,yes
152,5,1,1213,75,7,20,9,yes,no
152,5,2,1213,108,7,30,9,no,no
152,5,3,1213,50,5,25,9,no,yes
152,5,4,1213,49,3,25,9,no,yes
152,5,5,1213,33,7,25,5,no,yes
152,6,1,1214,59,5,25,5,yes,no
152,6,2,1214,76,3,25,9,yes,no
152,6,3,1214,42,7,25,7,no,yes
152,6,4,1214,106,3,30,9,no,no
152,6,5,1214,21,7,20,9,yes,yes
152,7,1,1215,79,3,30,9,yes,no
152,7,2,1215,19,3,20,9,yes,yes
152,7,3,1215,14,5,25,7,yes,yes
152,7,4,1215,51,7,25,9,no,yes
152,7,5,1215,78,7,25,9,yes,no
152,8,1,1216,70,3,30,7,yes,no
152,8,2,1216,47,5,20,9,no,yes
152,8,3,1216,13,3,25,7,yes,yes
152,8,4,1216,26,5,30,9,yes,yes
152,8,5,1216,29,5,20,5,no,yes
153,1,1,1217,24,7,25,9,yes,yes
153,1,2,1217,76,3,25,9,yes,no
153,1,3,1217,4,3,25,5,yes,yes
153,1,4,1217,64,3,20,7,yes,no
153,1,5,1217,92,5,20,7,no,no
153,2,1,1218,73,3,20,9,yes,no
153,2,2,1218,103,3,25,9,no,no
153,2,3,1218,86,5,25,5,no,no
153,2,4,1218,6,7,25,5,yes,yes
153,2,5,1218,101,5,20,9,no,no
153,3,1,1219,57,7,20,5,yes,no
153,3,2,1219,36,7,30,5,no,yes
153,3,3,1219,89,5,30,5,no,no
153,3,4,1219,21,7,20,9,yes,yes
153,3,5,1219,68,5,25,7,yes,no
153,4,1,1220,43,3,30,7,no,yes
153,4,2,1220,26,5,30,9,yes,yes
153,4,3,1220,74,5,20,9,yes,no
153,4,4,1220,80,5,30,9,yes,no
153,4,5,1220,105,7,25,9,no,no
153,5,1,1221,41,5,25,7,no,yes
153,5,2,1221,84,7,20,5,no,no
153,5,3,1221,26,5,30,9,yes,yes
153,5,4,1221,66,7,20,7,yes,no
153,5,5,1221,1,3,20,5,yes,yes
153,6,1,1222,77,5,25,9,yes,no
153,6,2,1222,81,7,30,9,yes,no
153,6,3,1222,53,5,30,9,no,yes
153,6,4,1222,47,5,20,9,no,yes
153,6,5,1222,43,3,30,7,no,yes
153,7,1,1223,105,7,25,9,no,no
153,7,2,1223,74,5,20,9,yes,no
153,7,3,1223,42,7,25,7,no,yes
153,7,4,1223,106,3,30,9,no,no
153,7,5,1223,64,3,20,7,yes,no
153,8,1,1224,81,7,30,9,yes,no
153,8,2,1224,51,7,25,9,no,yes
153,8,3,1224,52,3,30,9,no,yes
153,8,4,1224,107,5,30,9,no,no
153,8,5,1224,76,3,25,9,yes,no
154,1,1,1225,85,3,25,5,no,no
154,1,2,1225,49,3,25,9,no,yes
154,1,3,1225,17,5,30,7,yes,yes
154,1,4,1225,82,3,20,5,no,no
154,1,5,1225,35,5,30,5,no,yes
154,2,1,1226,102,7,20,9,no,no
154,2,2,1226,71,5,30,7,yes,no
154,2,3,1226,48,7,20,9,no,yes
154,2,4,1226,46,3,20,9,no,yes
154,2,5,1226,38,5,20,7,no,yes
154,3,1,1227,2,5,20,5,yes,yes
154,3,2,1227,58,3,25,5,yes,no
154,3,3,1227,55,3,20,5,yes,no
154,3,4,1227,75,7,20,9,yes,no
154,3,5,1227,37,3,20,7,no,yes
154,4,1,1228,52,3,30,9,no,yes
154,4,2,1228,58,3,25,5,yes,no
154,4,3,1228,32,5,25,5,no,yes
154,4,4,1228,78,7,25,9,yes,no
154,4,5,1228,13,3,25,7,yes,yes
154,5,1,1229,76,3,25,9,yes,no
154,5,2,1229,19,3,20,9,yes,yes
154,5,3,1229,33,7,25,5,no,yes
154,5,4,1229,30,7,20,5,no,yes
154,5,5,1229,14,5,25,7,yes,yes
154,6,1,1230,48,7,20,9,no,yes
154,6,2,1230,83,5,20,5,no,no
154,6,3,1230,98,5,30,7,no,no
154,6,4,1230,80,5,30,9,yes,no
154,6,5,1230,53,5,30,9,no,yes
154,7,1,1231,54,7,30,9,no,yes
154,7,2,1231,59,5,25,5,yes,no
154,7,3,1231,9,7,30,5,yes,yes
154,7,4,1231,10,3,20,7,yes,yes
154,7,5,1231,74,5,20,9,yes,no
154,8,1,1232,66,7,20,7,yes,no
154,8,2,1232,16,3,30,7,yes,yes
154,8,3,1232,53,5,30,9,no,yes
154,8,4,1232,49,3,25,9,no,yes
154,8,5,1232,80,5,30,9,yes,no
155,1,1,1233,80,5,30,9,yes,no
155,1,2,1233,21,7,20,9,yes,yes
155,1,3,1233,29,5,20,5,no,yes
155,1,4,1233,11,5,20,7,yes,yes
